srcStateName,srcYear,Budget type,Total expenditure,Developmental expenditure,Social services,"Education, sports, art and culture",Medical and public health,Family welfare,Water supply and sanitation,Housing,Urban development,"Welfare of scheduled caste, scheduled tribes and other backward classes",Labour and labour welfare,Social security and welfare,Nutrition,Relief on account of natural calamities,Other social services,Economic services,Agriculture and allied activities,Crop husbandry,Soil and water conservation,Animal husbandry,Dairy development,Fisheries,Forestry and wild life,Plantations,Food storage and Warehousing,Agricultural research and education,Agricultural finance institutions,Cooperation,Other agricultural programmes,Rural development,Special area programmes,Irrigation and flood control,Major and medium irrigation,Minor irrigation,Flood control and drainage,Energy,Power,Industry and minerals,Village and small industries,Industries,Other industries,Transport and communications,Roads and bridges,Others means of transport and communications,"Science, technology and environment",General economic services,Secretariat services,Tourism,Civil supplies,Others general economic services,Non developmental expenditure,Organs of state,Fiscal services,Collection of taxes and duties,Other fiscal services,Interest payments and services of debt,Appropriation for reduction or avoidance of debt,Interest payments,Interest on loans from the centre,Interest on internal debt,Interest on market loans,Interest on National Food Security Food ( NSSF ),"Interest on small savings, provident funds, etc",Other interests on internal debt,Administrative services,Secretariat services,District administration,Police,Public works,Other administrative services,Pensions,Miscellaneous general services,Payment on account of state lotteries,Grants-in-aid and contributions,Compensation and assignments to local bodies and Panchayati Raj Institutions,"Transfers to road fund, education cess fund, etc",Reserve with finance department,YearCode,Year
ANDHRA PRADESH,2020-21,Budget Estimates,18039264.7,13443009.4,9529715.1,2163813.8,648432.8,302039.2,97090.9,460055.6,588092.1,4116261.5,56971.3,353358.1,461285,237383.3,44931.5,3913294.3,1273321.3,377018.4,3923.6,77477.9,0,13161,38336.4,0,11938,67834.3,0,16081.4,667550.4,1169655.3,0,71151.8,60603.9,10007,30.2,675226.2,675226.2,179245.3,125778.7,29490,23976.5,368489.4,44701,323788.4,1337.3,174867.8,120428.9,2322.4,39629.3,12487.2,4592755.3,99519.6,112763,112763,0,2088320.2,50000,2038320.2,50772.4,1848517.9,1552315.4,105000,0,0,764196.4,33544.4,122457,477973,26012.4,104209.6,1527956,0,0,3500,3500,0,0,2020,"Financial Year (Apr - Mar), 2020"
CHHATTISGARH,2020-21,Revised Estimates,8064735.6,5885703,3196364.7,1710425.3,551812.8,32264.1,79595.8,151934.5,191537.6,28318.9,36656.4,239397.5,69981.3,79035.1,25405.4,2689338.3,1521543,801166.2,14615.3,49737.3,0,10944.2,138214.8,0,464859.5,18790.6,0,22115.1,1100,467099.2,0,43630.9,34692.9,8618.3,0,440009.4,433608.4,53125.8,20376,31249.9,1500,145468.9,137239,8229.9,2430,16031.2,3206.6,4550,0,8274.6,2092138.7,68163,119611.9,95504.1,24107.8,651607.4,27500,624107.4,16345.8,523863.5,435062.5,53000,0,32001.4,582161,29612.7,32794.9,435976.7,25587.5,58189.2,670561.4,34,0,86893.9,86893.9,0,0,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2020-21,Revised Estimates,15424605.1,10197590,6406116,2632231,796682,252269,92619,207120,1005761,368835,101036,304239,375262,247282,22780,3791474,775203,282545,3832,85316,3435,33301,53414,0,77553,80376,0,154725,706,590926,9271,125778,48943,70204,5186,976056,895037,602077,299705,302372,0,416528,367457,49071,106694,188941,12220,7687,147878,21156,5182219.1,124240,77325,77129,196,2442144.1,0,2442144.1,37903.7,2177277.3,1742384.5,344711.6,0,138577.3,767120,43173,51662,512372,39549,120364,1766782,4608,0,44796,44796,0,0,2020,"Financial Year (Apr - Mar), 2020"
NAGALAND,2020-21,Budget Estimates,1362354,773007.1,372716.8,200849,70264.8,3852,10609.7,14845.9,6264.3,4715,4626.2,17813.9,10076.4,21250,7549.7,400290.3,89450.4,42434.1,6803.5,10677.7,331.7,5134.2,15290.4,0,4719.7,1357.5,0,2701.7,0,135400.5,13923.7,3745.1,0,3745.1,0,58702.8,58195.3,12639.3,9056.4,3582.9,0,43377.6,35233.5,8144.1,811.3,42239.8,34837.5,1842.7,0,5559.5,589346.8,10898.3,8536.8,8528.8,8,119549.7,22500,97049.7,1224.5,74205.2,63610.6,1275,0,1500,230937.2,15574.9,17806,153067.1,18679,25810.2,218800.4,624.5,357.6,0,0,0,0,2020,"Financial Year (Apr - Mar), 2020"
UTTAR PRADESH,2020-21,Budget Estimates,39511695.6,20990097.4,13747865.7,6301794.4,1444070.7,793621.9,214823,68747.9,1886603,607915.7,150901.5,1858038.3,0,362011.1,59338.3,7242231.8,1133587.9,568914.2,93761.3,183072.1,14751.6,19782.6,94581.1,901.2,32412.6,31455.4,0,89940.7,4015.1,2482800.2,15630,1127089.4,675759.9,337745.1,34527.7,1225852.3,1180029.4,299082.8,96236.8,111896,90950,893019.6,853254.5,39765.1,8218.7,56951,19460.7,11650,5688.4,20151.8,16971596.2,429292.3,558327.6,554872.9,3454.8,6337226.4,2528100,3809126.4,56239.4,3336203.1,2289730.8,484999.9,0,6535,3435851.2,81768.1,117647.2,2423726.1,303236,509473.8,6206226.6,4672.1,0,1550002,1550002,0,0,2020,"Financial Year (Apr - Mar), 2020"
UTTAR PRADESH,2020-21,Revised Estimates,31996242.9,17719747.9,11257306.7,5154911.7,1181976.9,561234.6,146591.7,63151.5,1395134.2,586751.5,115146.3,1637347.9,0,361152.3,53908,6462441.2,988442.8,521370,77583.1,150624.4,13059.3,15491.6,72968.8,693.3,24515.6,26891.9,0,81871,3373.8,2130356.2,10676.8,996048.7,559748.8,327561.8,34527.7,1195087.6,1152504.4,254595.4,79336.9,97387,77871.4,835466.2,804137.5,31328.7,7076.6,44690.9,14896.4,10008.3,4392.7,15393.6,12726493.2,423991.4,421693.9,419013.2,2680.8,3905937.9,68000,3837937.9,56235.7,3365018.2,2318545.9,484999.9,0,6535,2724466.7,55013.5,90736.2,1891210.3,232967.9,454538.9,5246374.3,4028.9,0,1550001.8,1550001.8,0,0,2020,"Financial Year (Apr - Mar), 2020"
NAGALAND,2020-21,Revised Estimates,1206493.1,666582.5,338368.6,179268,67700.9,4370.2,10021.7,2923.1,18045.4,8768.5,4902.1,18381.4,12752.9,4908.1,6326.5,328214,76523.5,33903.9,5870.1,10401.4,27.1,3185.8,10911.5,0,8541.9,1440,0,2241.8,0,104572,4121.8,3462.8,0,3462.8,0,62147.5,61636.9,13858.1,10310.9,3547.2,0,42965.4,34733.2,8232.2,1138.8,19424.2,12661.7,1660.1,0,5102.5,539910.6,11642.3,8129.9,8121.9,8,91849.1,0,91849.1,1014.6,75498.5,64876.3,1485,0,1000,229691.1,18852.2,16582.4,153758,17875,22623.6,198023.5,574.6,330.3,0,0,0,0,2020,"Financial Year (Apr - Mar), 2020"
ASSAM,2020-21,Revised Estimates,9601159.2,6279891.8,4412314.9,2049169.7,714112.8,42265.1,90310.1,352489.7,273928.6,260559.4,23419.9,201283.1,128478.7,264667.6,11630.3,1867576.9,612467,197755.8,28009.3,47727.3,4557,12508.5,116062.5,0,136471.4,42123.7,0,18968.3,8283.2,526715.3,22120.7,116313.6,19743.7,55036.5,40808.4,195566,195421,67883,50974.2,16908.8,0,221532.6,177862.3,43670.3,3778.9,101199.9,83034,8058.8,87.6,10019.5,3261825.9,91937.4,121314.3,121086,228.3,616297.6,36057,580240.6,9068.9,449063.6,354339,69062.5,0,0,1452784.8,718324.5,28832.6,497319,48227.6,160081.1,966217.1,13274.7,0,59441.5,59441.5,0,0,2020,"Financial Year (Apr - Mar), 2020"
JHARKHAND,2020-21,Revised Estimates,6782064.6,4749317.9,2783968.2,1153653.5,406161.5,440.8,95732.3,2600,284323.2,147630.6,41696.9,393130,50995,189510.9,18093.5,1965349.7,330424.3,168545.6,1546.4,22544.1,13730.5,5925.1,83040.1,0,0,14135.6,0,20100.3,856.8,1067669.2,0,50594.1,40304.1,10265.1,25,226811.5,211811.5,36653.7,12905.8,23747.9,0,85489.8,50902.7,34587.2,0,167707.1,6728.1,10202.2,140602.1,10174.7,2032731.7,90593.1,68504.5,68192,312.5,594789.5,30387,564402.5,5485,508904.5,326090,72689.5,0,24611,621275.3,12868.5,35540.1,508340.4,17115.7,47410.5,656019.3,1550,0,15,15,0,0,2020,"Financial Year (Apr - Mar), 2020"
JHARKHAND,2020-21,Budget Estimates,7331594,5203651.3,3036775.8,1333836.3,426244.5,440.8,239332.2,2600,248258,163996.8,38158.7,404556.8,62994,98277.2,18080.5,2166875.4,458485.3,286887.2,1809.6,24171.4,17062.7,6542.7,86919,0,0,14135.6,0,20100.3,856.8,1015152.9,0,53604.1,41904.1,11675.1,25,335311.5,320311.5,37139.3,12905.8,24233.5,0,85488.8,50901.7,34587.2,0,181693.6,6703.1,10202.2,154483.6,10304.7,2127927.7,88184.6,65721.5,65409,312.5,594939.5,30387,564552.5,5485,508904.5,326090,72689.5,0,24611,671512.8,13059.3,35540.1,559372.3,17115.7,46425.3,706019.3,1550,0,15,15,0,0,2020,"Financial Year (Apr - Mar), 2020"
TAMIL NADU,2020-21,Revised Estimates,24669469,14758846.3,9187048.1,4024987,1172644.2,364955.8,104785.5,409686.8,162574.3,471133.6,83562.3,978747.6,374576,998761.3,40633.9,5571798.2,1555567,954105.4,15315,133733.2,5547.6,47775.7,43228.9,0,8100.2,108829.8,0,213088.2,25843.1,571671.3,503.8,186717.4,155501.2,13850,17366.2,1657600.4,1647472.8,403998.1,146713.1,257285,0,154899.4,122061.3,32838.1,2036.5,1038804.2,9845.6,3110,983204.5,42644.1,8094151.1,187438.4,153609.1,152371.2,1237.9,3708990,53600,3655390,51962.4,3029949.5,2745885.3,187925.7,0,25497.4,1228046.1,30949.8,165041.2,780926.7,75760.2,175368.2,2769639.4,46428.2,0,1816471.6,1816471.6,0,0,2020,"Financial Year (Apr - Mar), 2020"
TAMIL NADU,2020-21,Budget Estimates,24099278.4,13111285.6,8268572.1,4101699.3,1069417.4,275408.5,86373.5,525227.5,196691.5,480029.5,91747.4,962017.5,438689.4,1016.4,40254.4,4842713.5,1522680.2,965146.7,40649.1,110909.5,4335.3,48910.3,38427.7,0,24331.4,97355.1,0,167018.7,25596.4,605065.9,581.7,141651.1,126823,14722.5,105.5,1258810.2,1238541,433991,152636.7,281354.3,0,155080.7,122054.5,33026.1,2017.5,722835.2,10714.4,3389.1,666047.3,42684.3,9071255.3,181377.6,158259,157050.1,1208.9,3927147,296000,3631147,62369.4,2948767,2700417.4,170562.4,0,17197.3,1246952.2,36952.9,170435.8,808485.2,67220.3,163858.1,3515884,41635.6,0,1916737.6,1916737.6,0,0,2020,"Financial Year (Apr - Mar), 2020"
CHHATTISGARH,2020-21,Budget Estimates,8139994.6,5977991.2,3214033.1,1786891.2,481747.3,32228.8,83962.1,169867.7,180659.7,34158.2,45703.3,248203.6,87566.9,37387.1,25657.3,2763958.1,1560714.9,748752.1,24923.4,56942.4,0,13868.7,169997.2,0,490727,18846.2,0,34457.9,2200,425089.2,0,48344.7,37900.4,10111.8,0,405793,398592,112873.9,24256.2,87117.7,1500,192085.1,179445.7,12639.4,2450,16607.3,3797.6,4550,0,8259.7,2049972.2,67764.4,124717.3,100570.2,24147.1,611579.4,27500,584079.4,16345.8,483835.5,393584.5,53000,0,32001.4,613071.2,18952.5,33878.5,471194.1,27134.1,61912,632805.8,34,0,112031.2,112031.2,0,0,2020,"Financial Year (Apr - Mar), 2020"
HIMACHAL PRADESH,2020-21,Revised Estimates,3613360.9,2231692.9,1427201.1,716666.5,200839.5,62014.4,96231.9,8353.5,85221.8,13415.4,32074.2,149938.3,9073.4,45716.8,7655.5,804491.8,255700.1,84410.6,7896.8,40425.1,2455.5,3380.5,61919.2,131.1,26784.1,23167.9,0,4129.6,1000,147162.2,0,37998.7,1789.3,35706.5,503,53390.9,52951.2,22609.5,20281.8,2327.6,0,263659.1,206847.5,56811.6,1167.8,22803.5,5506.5,13662,1346,2289.1,1380604.6,33156.7,32955.9,32854.5,101.4,462300.6,0,462300.6,8379.2,314538,221193.5,52695.3,0,9130,248239.8,8099.1,22970.6,141799,42947.4,32423.8,600006.3,3945.2,0,1063.3,1063.3,0,0,2020,"Financial Year (Apr - Mar), 2020"
ASSAM,2020-21,Budget Estimates,8277697.8,5102184.4,3649864.2,1887114,534138.7,40106.3,83462.2,185596,208993.6,223464.2,21303.8,150118.6,83397.5,221067.3,11102,1452320.2,458021.8,105018.8,14901.5,42002.5,4253.6,9338.7,104479.2,0,120584.9,41465.2,0,14186.8,1790.7,379100.5,17438.2,110372.7,18809.6,51789.6,39117.5,152160.1,152025.5,58758.7,47167.6,11591.1,0,184536,148269.5,36266.6,3541.1,88391.2,72206.3,7212.9,87.6,8884.5,3121557.3,79120.1,115929.5,115701.1,228.3,616240.6,36057,580183.6,9012,449063.6,354339,69062.5,0,0,1367825.3,701604.6,28146.6,456623.8,46178.7,135271.6,929317.1,13124.7,0,53956.1,53956.1,0,0,2020,"Financial Year (Apr - Mar), 2020"
WEST BENGAL,2020-21,Budget Estimates,17939800,11011200,7620400,3616643.5,870994.4,110231.8,109025.8,19144.6,711636.1,325010,27654.6,1531211.5,139294.9,74196.6,85356.4,3390800,898312.1,565605.9,16274.3,79253.9,15205,31617.8,74043.3,0,25736.8,22554.7,0,35606.7,32413.8,1825566.6,140239.1,142009.7,40801.4,51172.4,50035.9,66502.2,60000,101168.9,58286.3,42882.6,0,137953.5,60522.8,77430.8,13609.5,65438.3,19563.4,21910.1,16140.7,7824.2,6874000,138693,154402,153621,781,3295834.4,20000,3275834.4,47235.8,2951634.4,2286333.6,615754.3,0,138677.2,1062648.3,35998.5,29245.6,779467.4,80169.8,137767.1,2084404.9,138017.4,120292.4,54600,54600,0,0,2020,"Financial Year (Apr - Mar), 2020"
WEST BENGAL,2020-21,Revised Estimates,18031601.3,11237049.3,8252600.8,3643599.5,1090111,89628.8,74124.9,18408.8,724768.8,354195.9,23582.5,1703757,144442.4,318248.4,67732.7,2984448.5,428567.6,204392.7,4852,60131.3,13485.4,14854.4,51130.8,0,22831.8,21610.3,0,25278.6,10000.3,1905684.8,130710.3,115445.5,32789.3,46960.3,35695.2,124099.8,123899.8,39924.2,35238.9,4685.3,0,200105.5,96015.1,104090.3,4387,35523.8,16367.5,102.4,13868.6,5185.3,6743556.2,141931.7,138255.5,137485,770.5,3374326.7,15000,3359326.7,46945.3,2956550.7,2298206,615754.3,0,204880.8,1112476.4,33452.3,27901,861130.8,65546,124446.3,1962315.3,14250.7,1386.5,50995.8,50995.8,0,0,2020,"Financial Year (Apr - Mar), 2020"
NATIONAL CAPITAL TERRITORY OF DELHI,2020-21,Budget Estimates,4807047,3663096.8,2786309.8,1323200.4,638127,17430,191985,14024,127471.5,40840.2,20108.6,347020.4,19902,8705,37495.7,876787,20811.3,6945.4,57.7,4730,1200,202.7,5550.6,0,0,352,0,1539,234,1869.3,0,25195,0,3504,21691,285248,284648,7624,7525,99,0,457444,43200,414244,11682,66913.4,1828.3,19243,40003,5839.2,744502,153890,49740.1,49728.1,12,306188,0,306188,306188,0,0,0,0,0,233022.9,19515,35802.4,35582,52550,89573.4,300,1361,0,399448.2,399448.2,0,0,2020,"Financial Year (Apr - Mar), 2020"
SIKKIM,2020-21,Budget Estimates,734359.6,452144.2,276103.4,142185,47743.5,2599.1,7191.7,8778.4,26584.7,9516.7,1141.7,17607.4,2534.9,6268.6,3951.9,176040.8,61111.5,26264.4,3406.9,6428.2,1305.6,1450.7,14431,651.5,2068,0,0,1892.3,3213,25414.2,220,9307.3,0,8299,1008.3,28573.9,28379.9,7030.5,5452.1,941,637.4,36444.6,29476.6,6968,1544.5,6394.3,696.9,3109.4,214.2,2373.8,271040.4,12714.3,7928.9,7922.9,6,57404.3,1200,56204.3,1050.4,44913.9,41966.4,1313.3,0,0,80221,11736.7,3537.2,46929,4463.1,13555.1,95985,16786.9,221.2,11175,11175,0,0,2020,"Financial Year (Apr - Mar), 2020"
TRIPURA,2020-21,Budget Estimates,1725211.7,1029412.3,675059.5,277853.3,66315.8,26361.6,20719.2,20698.4,81090.9,49253.3,5916.3,106171.3,8513.8,7717,4448.7,354352.8,100484.3,51438.7,3656.6,11317.1,279.7,6515.5,20843.2,0,3773.8,129.3,0,2530.4,0,178795.3,6384.6,13549.5,0,10764.1,2785.5,10018.4,10018.4,8684.3,7967,642,75.2,15418.6,11000,4418.6,597,20421,3407.1,377.5,5091.1,11545.2,668999.4,14068.3,9869.4,9402.3,467.1,130692.9,5000,125692.9,1698,76797.5,57228.3,11963.6,0,870,240124.1,43171.5,8007.1,143561.1,25612.8,19771.5,274044.4,200.4,0.4,26800,26800,0,0,2020,"Financial Year (Apr - Mar), 2020"
TRIPURA,2020-21,Revised Estimates,1673075.2,986230.9,718271.1,272896,69294.8,29664.4,21215.5,22462,106778,63890.1,4994.2,101617.1,11597.4,9457.9,4403.9,267959.8,88385,42762.6,3186.4,11300.5,229.7,6051.2,18694.3,0,3703.4,136.4,0,2320.5,0,95709,19035,8610.2,0,5591.6,3018.5,13511.9,13511.9,8854.6,7910,869.7,75,21347.9,16199.7,5148.3,587.5,11918.7,3400.5,512,5091.8,2914.4,657847.2,16515.3,9701.7,9215.8,485.9,138519.1,4500,134019.1,1428.9,89050.3,69500,11860,0,1320,224440.7,9947.9,8699.7,156177.9,29801.3,19813.8,268370,300.4,0.4,28997.1,28997.1,0,0,2020,"Financial Year (Apr - Mar), 2020"
KARNATAKA,2020-21,Revised Estimates,17919488.7,11322940.4,6398169.2,2651359.8,891782.6,92630.2,158843.6,279981.2,186964.3,624837.3,73369.3,1023205.9,197174.5,177224.9,40795.6,4924771.2,1619455.9,612805,19985.9,111216.9,120100,26863.3,143501.9,0,332491.8,73134.9,0,179356.2,0,959854.3,15961,248451.7,202176.4,33105.4,324.1,1226006,1225969,134048.8,97168.8,36880,0,397002.1,218500.2,178501.9,5956,318035.6,27791.2,9156.3,2793.3,278294.8,5996240.9,190224.6,193489.2,192144.2,1345,2396881,135000,2261881,67397.5,1869005.5,1684180,147784,0,5388,980794.3,28234.2,49867.3,670849.5,91808,140035.4,2221361.8,13490,0,600307.5,600307.5,0,0,2020,"Financial Year (Apr - Mar), 2020"
KARNATAKA,2020-21,Budget Estimates,17977644.2,11358293.5,6504670.7,2741630.9,840354.7,91170.2,171889.2,275191,200565,742745,76895.7,1022911.4,197174.5,109842,34301,4853622.8,1575300.1,641520.2,16134.8,114350.9,125000,24165.7,141324.3,0,261201,72704,0,178899.3,0,968591.3,15989,252745.8,202539,31858,292,1225997,1225969,141677.4,94007.4,47670.1,0,345188,223088,122100,5956,322178.2,28370.2,13500,2591,277717.1,5960258.7,180225.4,197986,196670,1316,2356639,135000,2221639,67400,1829267,1644445,147784,0,4882,990811.3,29272,49364,679922,93606.3,138647,2221107,13490,0,659092,659092,0,0,2020,"Financial Year (Apr - Mar), 2020"
NATIONAL CAPITAL TERRITORY OF DELHI,2020-21,Revised Estimates,4621456,3553548.1,2659897.7,1101685.7,661536.7,14785,189157,12195.5,123081.8,27380,16815.3,352217.6,17249,106313.4,37480.8,893650.4,22215.8,3314.7,50.7,3684,1200,113.5,11706.8,0,0,350.1,0,1604,192,1936,0,25229,0,2380,22849,296777.5,296337.5,3244,3145,99,0,458846,46067,412779,4638.5,80763.6,1585,3536,71836.3,3806.3,741035,170316.5,46476.1,46470.1,6,287384,0,287384,287384,0,0,0,0,0,235358.4,16668.1,19435.3,34535,73298,91422,300,1200,0,326872.9,326872.9,0,0,2020,"Financial Year (Apr - Mar), 2020"
MADHYA PRADESH,2020-21,Revised Estimates,15854522.9,10336110.6,6677955.2,3061077.6,816341.5,55001.2,83080.6,431079.6,473891.7,351668.5,116129.2,681171.7,149400.4,419049,40064.2,3658155.4,1034754.9,610618.1,8455.3,91144.3,0,12866.5,158104.3,0,85541.8,16444,0,51580.8,0,978336.4,0,105079.9,89296.8,14769.8,0,1183414.2,1179757.3,216004.4,50892.6,165111.8,0,104720.4,103815.4,905,12197.4,23647.7,3786.4,5121.9,0,14739.4,4940055.9,174542.3,663446.3,663176.2,270.2,1645863.9,0,1645863.9,73656,1396296.9,1025026.8,245000,0,26310,965846.6,23316.2,80096.4,674960.9,42246.5,145226.6,1484101.6,6255.2,0,578356.5,578356.5,0,0,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2020-21,Budget Estimates,16165807.8,10111564,6375750,2645399,744142,286028,123308,225834,1102110,453277,120124,208117,341704,98723,26984,3735814,777782,348691,3752,79929,24462,43238,68283,0,7887,75095,0,124856,1589,567798,10031,145932,58808,78210,6941,921412,841925,520691,228315,292376,0,484602,432357,52245,145293,162273,16248,14048,106834,25143,6009427.8,135990,94013,93763,250,2537112.8,150000,2387112.8,31634.9,2149022.3,1703006.8,344711.6,0,115847.1,826756,45349,59980,583340,34348,103739,1611448,804108,0,44816,44816,0,0,2020,"Financial Year (Apr - Mar), 2020"
MEGHALAYA,2020-21,Budget Estimates,1442758.2,1016948.2,570424.4,290027.3,101530.9,9164.4,29676.7,6364.3,16929.9,19607.7,11403.2,51683.5,21993.5,6886.2,5156.7,446523.8,103356.9,25131,16890,14417.4,2336.8,6750.6,22417.1,0,0,3759.3,0,2953.2,8701.5,114559.1,11334.7,9764.4,50,9583.7,130.7,20868.7,20013.7,25683.9,16822.1,8861.8,0,23894,23894,0,98.4,136963.9,112693.8,9198.6,11967.5,3104.1,425810,30266,13424,13361.2,62.8,90158.9,5842.3,84316.6,1456.9,68756.9,59123.3,5570.5,0,5.5,170452.8,11824,6222.9,98292.8,26507.9,27605.1,120760.2,748.1,163.1,0,0,0,0,2020,"Financial Year (Apr - Mar), 2020"
MEGHALAYA,2020-21,Revised Estimates,1442758.2,1016948.2,570424.4,290027.3,101530.9,9164.4,29676.7,6364.3,16929.9,19607.7,11403.2,51683.5,21993.5,6886.2,5156.7,446523.8,103356.9,25131,16890,14417.4,2336.8,6750.6,22417.1,0,0,3759.3,0,2953.2,8701.5,114559.1,11334.7,9764.4,50,9583.7,130.7,20868.7,20013.7,25683.9,16822.1,8861.8,0,23894,23894,0,98.4,136963.9,112693.8,9198.6,11967.5,3104.1,425810,30266,13424,13361.2,62.8,90158.9,5842.3,84316.6,1456.9,68756.9,59123.3,5570.5,0,5.5,170452.8,11824,6222.9,98292.8,26507.9,27605.1,120760.2,748.1,163.1,0,0,0,0,2020,"Financial Year (Apr - Mar), 2020"
MADHYA PRADESH,2020-21,Budget Estimates,15411036.9,9872236.3,6492442.1,3183417.9,863942.1,57918,100853.4,253688.3,452400,383103.2,104703.7,648789.1,149500.1,253518.4,40607.9,3379794.2,957924,520815.9,8495.1,90923,0,9263.3,165130.2,0,85759.6,16452.2,0,61084.6,0,936145.9,0,112588,97182.8,14244.1,0,997482.9,996217.7,220702.2,51948.8,168753.4,0,118377.4,117447.4,930,12213.8,24359.9,4828.8,5121.9,0,14409.2,5043803.1,205309.1,488423.2,488137.9,285.3,1646021.5,0,1646021.5,73656,1385035.2,1001540.2,245000,0,37650.8,1001278.2,25724.3,87209.8,686646,39460,162238.1,1699280.2,3491,0,494997.5,494997.5,0,0,2020,"Financial Year (Apr - Mar), 2020"
ARUNACHAL PRADESH,2020-21,Budget Estimates,1420760.1,946629.9,476570.7,174753.4,94164.6,587.2,93626,4042.1,31310.6,0,4476.2,37262.8,40,30094,6213.8,470059.2,107900.8,27564.1,8759.3,18250.4,0,4496.6,27967.9,0,9352.6,9700,0,1810,0,41728.2,3572.3,22100.9,0,22100.9,0,117906.7,117906.7,10766.2,8670,2096.2,0,104889.2,86486.9,18402.3,7193.3,54001.8,40097.7,4115.1,6262.7,3526.3,474130.1,48539.7,10336.4,10100.3,236.1,95074.8,24000,71074.8,1016,44661,33161,11500,0,4826.8,191947.6,14227.1,39711,90027.4,34802.3,13179.9,128000,231.8,0,0,0,0,0,2020,"Financial Year (Apr - Mar), 2020"
BIHAR,2020-21,Revised Estimates,17942639.6,12698825.3,8975842.9,3660579.7,816259,119388.8,353726.8,859253,663692.2,339299.8,83381.6,862870.3,261145.4,914845.7,41400.6,3722982.4,651032.2,321673.1,19780,64471.1,22819.6,24234.8,66796.8,0,41755,46025.5,0,42330.6,1145.8,1598564.8,0,146781.5,57556,39854.9,45144.6,755209.1,751763,90152,33959.5,56192.6,0,299457.8,268376.3,31081.5,0,181785,15753.4,6315,115775.8,43940.8,5243210.8,253596.9,162210.3,161900.4,309.8,1392321.5,97254,1295067.5,58792.7,1144655.8,902921.1,169514,0,1269,1388266.3,36439.3,70340.1,958378.6,75739.8,247368.5,2046815.7,0.2,0,603.5,603.5,0,0,2020,"Financial Year (Apr - Mar), 2020"
BIHAR,2020-21,Budget Estimates,16475119,11279085.8,7918720.7,3447234.8,759411.8,119388.8,281910.1,859253,663692.2,339528.1,83381.6,693996.2,187028.4,441222.7,42672.9,3360365.1,670229.8,323731.6,19780,64613.8,18049.9,24234.8,56808.8,0,73509,46025.5,0,42330.6,1145.8,1598554.8,0,146781.5,57556,39854.9,45144.6,429209.1,425763,88370.1,33959.5,54410.7,0,284457.8,253376.3,31081.5,0,142762,12893.3,5840.9,83582.6,40445.2,5195429.7,227270.6,144894.5,144584.7,309.8,1389718.8,97254,1292464.8,58792.7,1142053.1,902921.1,169514,0,1269,1386730,36120,70332.4,957953.8,75739.8,246584,2046815.7,0.2,0,603.5,603.5,0,0,2020,"Financial Year (Apr - Mar), 2020"
KERALA,2020-21,Revised Estimates,11732154.6,5494754.7,3942410.1,1619786.8,730095.5,46566.1,44966.6,15405.2,159494.1,189561.5,95198.2,985914.1,66.8,27712.7,27642.6,1552344.6,816324.3,157391.1,8572.5,59960,12131.1,30272.7,53731.8,0,381573.1,50322.5,0,32980,29389.6,198363.7,3210.1,50078.3,24468.2,18131.7,7478.5,90700.3,87995,52563.1,48625.9,3066.2,871,267096.5,254285.1,12811.4,14543.9,59464.5,22705.1,15977.8,5020.7,15760.9,5552732.2,118876.3,170948.6,152531.8,18416.8,2028626.7,0,2028626.7,30113.5,1417997.3,1220336.8,156361.6,0,0,508873.6,23526.9,41116.4,307291.5,24094.5,112844.4,1941244.7,784162.3,513789.8,684667.7,684667.7,0,0,2020,"Financial Year (Apr - Mar), 2020"
KERALA,2020-21,Budget Estimates,12983736.7,6036658,4246983.8,2049549.6,713261.8,48277.4,40192.7,10399.1,215943.5,281770.1,95103.4,743958.9,91.5,28853.9,19582,1789674.2,692956.9,166717.4,11307.4,69235.8,15955.2,41563.2,57863.6,0,172751.7,60678,0,42368.9,54515.7,480909.8,7500,53553.5,29743.7,20371.1,3438.8,38692,32421,60175.4,52406.6,4068.9,3700,342233.6,319681.6,22552,32779.8,80873.2,36693.9,18243.8,6716.2,19219.4,5971240.8,119093.5,194082.2,175516.1,18566.1,1985000,0,1985000,30960.6,1423322.7,1225666,156362.7,0,0,607774.7,27151.5,46678.2,368667.5,35404.1,129873.4,2097041,968249.4,947274.3,975837.9,975837.9,0,0,2020,"Financial Year (Apr - Mar), 2020"
HARYANA,2020-21,Budget Estimates,10533809.3,6811008.8,4308972.3,1840317.5,526619.9,30155,209076,3681,509941.2,51549.3,119031.1,914078.4,27969.6,54150.1,22403.2,2502036.5,604530.9,287656.9,10508.3,113645.1,96,11642,31607.4,0,35389.2,63136.7,0,50694.3,155,600295.4,0,269924.5,254958,876.5,0,668451,644000,49834.5,24033.8,25800.7,0,295070.2,83601,211469.2,3842.3,10087.6,3216.6,2551.1,23,4297,3722800.5,148254.6,61399.9,61205.5,194.4,1813758.2,0,1813758.2,10374.8,1631244.2,1197805.9,90267,0,33635.2,692655.7,25577.6,29400.8,532535.2,32207.5,72934.5,900001,106731.1,0,0,0,0,0,2020,"Financial Year (Apr - Mar), 2020"
